Name,Full Ticker,Ticker,Sector,Market Cap,Net Debt,Enterprise Value (EV),Revenue,Revenue Forecast CAGR (10y),Avg EBITDA Margin Forecast (10y),Avg Capital Expenditures Margin (5y),Marginal Tax Rate,Industry,Operating Region,Operating Country
Whitehaven Coal Limited,OTCPK:WHIT.F,WHIT.F,Energy,2155.6797,672.9987,2956.8948,1172.6245,0.0116,0.3783,0.1006,0.26,"Oil, Gas & Consumable Fuels",Asia / Pacific,Australia
Energean plc,OTCPK:EERG.F,EERG.F,Energy,2154.3506,1987.497,4214.8006,231.41,0.5542,0.6669,6.8228,0.2,"Oil, Gas & Consumable Fuels",United Kingdom & Ireland,United Kingdom
"TreeHouse Foods, Inc.",NYSE:THS,THS,Consumer Staples,2151.5852,2120.5,4272.0852,4283.4,0.006,0.1134,0.0276,0.24,Food Products,United States,United States
"Sinclair Broadcast Group, Inc.",NASDAQGS:SBGI,SBGI,Communication Services,2149.1951,11788,13093.1951,6174,0.0087,0.1691,0.032,0.28,Media,United States,United States
Vesuvius plc,OTCPK:CKSN.F,CKSN.F,Industrials,2147.5698,264.7559,2123.6875,2139.0729,0.0334,0.11,0.0278,0.24,Machinery,United Kingdom & Ireland,United Kingdom
"CSW Industrials, Inc.",NASDAQGS:CSWI,CSWI,Industrials,2147.561,279.546,2440.813,489.507,0.0656,0.2277,0.0237,0.29,Building Products,United States,United States
EchoStar Corporation,NASDAQGS:SATS,SATS,Communication Services,2147.5495,71.868,1953.0285,1945.191,0.0227,0.3354,0.2899,0.37,Diversified Telecommunication Services,United States,United States
"CVR Energy, Inc.",NYSE:CVI,CVI,Energy,2142.3071,1208,3537.3071,5370,0.0756,0.0477,0.0326,0.22,"Oil, Gas & Consumable Fuels",United States,United States
"NanoString Technologies, Inc.",NASDAQGM:NSTG,NSTG,Healthcare,2140.4272,-145.768,1994.6592,133.587,0.1032,-0.4113,0.0521,0.41,Life Sciences Tools & Services,United States,United States
CSR Limited,OTCPK:CSRL.F,CSRL.F,Materials,2139.0487,-60.3874,2035.9499,1612.1534,0.0238,0.1753,0.0534,0.27,Construction Materials,Asia / Pacific,Australia
"Custom Truck One Source, Inc.",NYSE:CTOS,CTOS,Industrials,2137.0377,1612.891,3749.9287,605.925,0.2,0.2695,0.2315,0.15,Trading Companies & Distributors,United States,United States
Washington Real Estate Investment Trust,NYSE:WRE,WRE,Real Estate,2133.802,991.141,3125.257,286.522,-0.0044,0.53,0.0043,0.15,Equity Real Estate Investment Trusts (REITs),United States,United States
"Grupo Lala, S.A.B. de C.V.",OTCPK:GRPB.F,GRPB.F,Consumer Staples,2130.5308,1365.711,3525.5751,4092.5417,0.0326,0.1124,0.0365,0.32,Food Products,Canada & Mexico,Mexico
Sims Limited,OTCPK:SMSM.Y,SMSM.Y,Materials,2130.2004,227.2046,2003.896,4444.4361,0.0131,0.0813,0.0267,0.26,Metals & Mining,Asia / Pacific,Australia
Sims Limited,OTCPK:SMUP.F,SMUP.F,Materials,2130.2004,227.2046,2003.896,4444.4361,0.0131,0.0814,0.0267,0.26,Metals & Mining,Asia / Pacific,Australia
Maxar Technologies Inc.,NYSE:MAXR,MAXR,Industrials,2130.0742,2365,4496.0742,1768,0.0433,0.2804,0.0906,0.14,Aerospace & Defense,United States,United States
"Tootsie Roll Industries, Inc.",NYSE:TR,TR,Consumer Staples,2129.1055,-123.823,1740.3565,505.348,0,0.186,0.0379,0.21,Food Products,United States,United States
FLSmidth & Co. A/S,OTCPK:FLID.F,FLID.F,Industrials,2129.0234,184.8299,2340.988,2528.6136,0.0672,0.1236,0.0107,0.33,Machinery,Europe,Denmark
"Bottomline Technologies, Inc.",NASDAQGS:EPAY,EPAY,Information Technology,2127.0273,21.619,2148.6463,471.403,0.0778,0.2436,0.0883,0.13,Software,United States,United States
"Rover Group, Inc.",NASDAQGM:ROVR,ROVR,Consumer Discretionary,2126.5559,-37.175,2379.8079,63.106,0.3306,0.2264,0.0521,0.15,Internet & Direct Marketing Retail,United States,United States
Pretium Resources Inc.,NYSE:PVG,PVG,Materials,2125.3907,2.628,2128.0232,619.194,0.0341,0.3287,0.6708,0.27,Metals & Mining,Canada & Mexico,Canada
Harmony Gold Mining Company Limited,OTCPK:HGMC.F,HGMC.F,Materials,2124.093,50.3958,2534.0677,2921.0676,-0.0008,0.1855,0.1718,0.15,Metals & Mining,"Latin America, Middle East & Africa",South Africa
"Ironwood Pharmaceuticals, Inc.",NASDAQGS:IRWD,IRWD,Healthcare,2122.522,-28.137,2094.385,413.024,0.0104,0.754,0.0099,0.15,Biotechnology,United States,United States
"Alps Alpine Co., Ltd.",OTCPK:APEL.F,APEL.F,Information Technology,2121.7497,-271.1527,1751.6547,6817.6441,0.0375,0.106,0.0536,0.21,"Electronic Equipment, Instruments & Components",Asia / Pacific,Japan
"Alps Alpine Co., Ltd.",OTCPK:APEL.Y,APEL.Y,Information Technology,2121.7497,-271.1527,1751.6547,6817.6441,0.0375,0.106,0.0536,0.21,"Electronic Equipment, Instruments & Components",Asia / Pacific,Japan
"Daiichikosho Co., Ltd.",OTCPK:DKSS.F,DKSS.F,Communication Services,2121.3705,-101.94,1642.9007,873.8173,0.0553,0.1938,0.0962,0.35,Entertainment,Asia / Pacific,Japan
Barnes Group Inc.,NYSE:B,B,Industrials,2121.129,565.346,2686.475,1180.971,0.0457,0.2117,0.0376,0.27,Machinery,United States,United States
Xtep International Holdings Limited,OTCPK:XTPE.F,XTPE.F,Consumer Discretionary,2120.0919,-252.4711,3214.7691,1336.1648,0.097,0.1429,0.0196,0.33,"Textiles, Apparel & Luxury Goods",Asia / Pacific,China
Bodycote plc,OTCPK:BYPL.F,BYPL.F,Industrials,2119.5748,193.7947,2368.8594,835.7656,0.0405,0.2949,0.1058,0.22,Machinery,United Kingdom & Ireland,United Kingdom
"Turning Point Therapeutics, Inc.",NASDAQGS:TPTX,TPTX,Healthcare,2118.6136,-1071.304,1047.3096,55.369,0.7178,-5.4975,0.0402,0.15,Biotechnology,United States,United States
"XPEL, Inc.",NASDAQCM:XPEL,XPEL,Consumer Discretionary,2117.8862,1.355,2119.2412,215.3322,0.1462,0.2497,0.0147,0.22,Auto Components,United States,United States
Ipsos SA,OTCPK:IPSO.F,IPSO.F,Communication Services,2117.6556,483.7227,2599.3143,2424.9858,0.0397,0.1273,0.018,0.23,Media,Europe,France
First Gen Corporation,OTCPK:FSGC.Y,FSGC.Y,Utilities,2117.5066,900.382,2995.1078,1945.553,0.0316,0.4296,0.0906,0.2,Independent Power & Renewable Electricity Producers,Asia / Pacific,Philippines
Pfeiffer Vacuum Technology AG,OTCPK:PFFV.F,PFFV.F,Industrials,2115.7535,-71.9011,2165.6421,839.6193,0.0387,0.1847,0.0427,0.27,Machinery,Europe,Germany
Wacker Neuson SE,OTCPK:WKRC.F,WKRC.F,Industrials,2113.967,135.4364,2225.1382,2071.9877,0.0447,0.1595,0.0225,0.31,Machinery,Europe,Germany
Orora Limited,OTCPK:ORRA.F,ORRA.F,Materials,2113.5071,529.1692,2591.7974,2652.9694,0.0254,0.1161,0.04,0.26,Containers & Packaging,Asia / Pacific,Australia
Orora Limited,OTCPK:ORRY.Y,ORRY.Y,Materials,2113.5071,529.1692,2572.0907,2652.9694,0.0254,0.1161,0.04,0.26,Containers & Packaging,Asia / Pacific,Australia
Converge Technology Solutions Corp.,OTCPK:CTSD.F,CTSD.F,Information Technology,2105.5463,-46.0173,1859.3286,915.4596,0.1747,0.0997,0.0051,0.15,IT Services,Canada & Mexico,Canada
Serco Group plc,OTCPK:SCGP.Y,SCGP.Y,Industrials,2104.3087,891.096,3023.6146,5851.3272,0.0195,0.0612,0.0071,0.25,Commercial Services & Supplies,United Kingdom & Ireland,United Kingdom
Serco Group plc,OTCPK:SECC.F,SECC.F,Industrials,2104.3087,891.096,3023.6146,5851.3272,0.0195,0.0612,0.0071,0.25,Commercial Services & Supplies,United Kingdom & Ireland,United Kingdom
Schweiter Technologies AG,OTCPK:SCWT.F,SCWT.F,Industrials,2104.0598,-68.3044,2020.7516,1326.1718,0.0306,0.1166,0.0264,0.22,Building Products,Europe,Switzerland
American Well Corporation,NYSE:AMWL,AMWL,Healthcare,2103.4105,-970.94,1153.6415,240.799,0.2336,-0.0369,0.0119,0.15,Health Care Technology,United States,United States
PT Bukit Asam Tbk,OTCPK:TBNG.Y,TBNG.Y,Energy,2102.6219,-139.1715,1726.6624,1278.5408,0.0377,0.2445,0.0391,0.26,"Oil, Gas & Consumable Fuels",Asia / Pacific,Indonesia
Global Fashion Group S.A.,OTCPK:GLFG.F,GLFG.F,Consumer Discretionary,2101.9985,-279.649,1860.0947,1720.4696,0.0793,0.0666,0.0266,0.14,Internet & Direct Marketing Retail,Europe,Luxembourg
Cronos Group Inc.,NASDAQGM:CRON,CRON,Healthcare,2100.6348,-1089.341,875.2914,56.637,0.4361,-0.1425,3.684,0.17,Pharmaceuticals,Canada & Mexico,Canada
Tiger Brands Limited,OTCPK:TBLM.F,TBLM.F,Consumer Staples,2100.232,-45.607,1868.567,2103.6842,0.0584,0.1527,0.0311,0.26,Food Products,"Latin America, Middle East & Africa",South Africa
Tiger Brands Limited,OTCPK:TBLM.Y,TBLM.Y,Consumer Staples,2100.232,-45.607,1868.567,2103.6842,0.0584,0.1527,0.0311,0.26,Food Products,"Latin America, Middle East & Africa",South Africa
Sihuan Pharmaceutical Holdings Group Ltd.,OTCPK:SHPH.F,SHPH.F,Healthcare,2098.282,-696.0928,1345.3978,513.6839,0.1557,0.4384,0.1424,0.2,Pharmaceuticals,Asia / Pacific,Hong Kong
"Ube Industries, Ltd.",OTCPK:UBEO.Y,UBEO.Y,Materials,2094.2907,1197.9475,2438.3332,5617.9592,-0.0106,0.134,0.0608,0.25,Chemicals,Asia / Pacific,Japan
"InterDigital, Inc.",NASDAQGS:IDCC,IDCC,Information Technology,2091.7708,-415.305,1688.5258,348.381,0.0247,0.4541,0.0134,0.37,Software,United States,United States
John Wood Group PLC,OTCPK:WDGJ.F,WDGJ.F,Energy,2090.0926,1777.8,3816.7712,6630,0.0501,0.0959,0.0041,0.29,Energy Equipment & Services,United Kingdom & Ireland,United Kingdom
John Wood Group PLC,OTCPK:WDGJ.Y,WDGJ.Y,Energy,2090.0926,1777.8,3816.7712,6630,0.0501,0.0959,0.0041,0.29,Energy Equipment & Services,United Kingdom & Ireland,United Kingdom
Glaukos Corporation,NYSE:GKOS,GKOS,Healthcare,2089.7998,-44.918,2044.8818,284.126,0.1456,-0.1252,0.0468,0.15,Healthcare Equipment & Supplies,United States,United States
Dye & Durham Limited,OTCPK:DYND.F,DYND.F,Information Technology,2088.9426,140.9833,2238.8051,168.538,-0.0286,0.5746,0.0133,0.16,Software,Canada & Mexico,Canada
Vector Group Ltd.,NYSE:VGR,VGR,Consumer Staples,2087.6898,939.106,2889.0168,1932.042,0.0495,0.1679,0.0133,0.3,Tobacco,United States,United States
Winpak Ltd.,OTCPK:WIPK.F,WIPK.F,Materials,2087.4754,-338.992,1754.4342,935.032,0.0187,0.2151,0.0689,0.27,Containers & Packaging,Canada & Mexico,Canada
PointsBet Holdings Limited,OTCPK:PBTH.F,PBTH.F,Consumer Discretionary,2086.861,-198.3494,1853.2494,145.9639,0.3351,0.0047,0.0494,0.17,"Hotels, Restaurants & Leisure",Asia / Pacific,Australia
Delek Drilling - Limited Partnership,OTCPK:DKDR.F,DKDR.F,Energy,2085.0583,2817.629,4686.7034,920.095,0.1929,0.8,1.0604,0.13,"Oil, Gas & Consumable Fuels","Latin America, Middle East & Africa",Israel
Shufersal Ltd.,OTCPK:SHUF.F,SHUF.F,Consumer Staples,2084.1753,1835.9147,3791.1147,4650.8204,0.0206,0.0636,0.0343,0.21,Food & Staples Retailing,"Latin America, Middle East & Africa",Israel
Jenoptik AG,OTCPK:JNPK.F,JNPK.F,Information Technology,2083.4864,246.8228,2452.1019,981.3639,0.0525,0.1419,0.0392,0.13,"Electronic Equipment, Instruments & Components",Europe,Germany
"Raven Industries, Inc.",NASDAQGS:RAVN,RAVN,Industrials,2083.3806,-3.414,2079.9666,403.596,0.1006,0.1966,0.0314,0.18,Industrial Conglomerates,United States,United States
Dynavax Technologies Corporation,NASDAQCM:DVAX,DVAX,Healthcare,2079.4529,-89.459,1989.9939,169.066,0.2866,0.4495,0.8284,0.15,Biotechnology,United States,United States
"The Buckle, Inc.",NYSE:BKE,BKE,Consumer Discretionary,2075.2957,-123.579,1951.7167,1164.085,0.019,0.2705,0.0144,0.29,Specialty Retail,United States,United States
GOME Retail Holdings Limited,OTCPK:GMEL.Y,GMEL.Y,Consumer Discretionary,2072.7073,4817.0512,7271.0229,7911.2885,0.0581,0.0202,0.0188,0.38,Specialty Retail,Asia / Pacific,China
Osisko Gold Royalties Ltd,NYSE:OR,OR,Materials,2070.8966,133.4116,2126.7556,197.1656,0.0113,0.6126,0.1094,0.27,Metals & Mining,Canada & Mexico,Canada
"CareTrust REIT, Inc.",NASDAQGS:CTRE,CTRE,Real Estate,2069.7586,941.812,3011.5706,183.833,0.0529,0.8589,0.0207,0.15,Equity Real Estate Investment Trusts (REITs),United States,United States
"Holly Energy Partners, L.P.",NYSE:HEP,HEP,Energy,2064.5191,1416.296,3560.5751,508.605,0.026,0.8036,0.1319,0.15,"Oil, Gas & Consumable Fuels",United States,United States
Great Eagle Holdings Limited,OTCPK:GEAH.F,GEAH.F,Real Estate,2064.1402,3717.4589,7513.158,1436.0862,-0.0535,0.3349,0.141,0.07,Real Estate Management & Development,Asia / Pacific,Hong Kong
Taboola.com Ltd.,NASDAQGS:TBLA,TBLA,Communication Services,2061.3073,-517.392,1543.9153,1273.901,0.1428,0.1345,0.0254,0.33,Interactive Media & Services,United States,United States
Chorus Limited,OTCPK:CHRY.Y,CHRY.Y,Communication Services,2060.5813,2261.1309,4278.0552,661.9137,0.0319,0.7346,0.72,0.31,Diversified Telecommunication Services,Asia / Pacific,New Zealand
"ACM Research, Inc.",NASDAQGM:ACMR,ACMR,Information Technology,2060.3642,-53.579,2075.5182,190.823,0.2186,0.1823,0.0616,0.15,Semiconductors & Semiconductor Equipment,United States,United States
"Nu Skin Enterprises, Inc.",NYSE:NUS,NUS,Consumer Staples,2059.0338,208.036,2267.0698,2832.621,0.0249,0.153,0.0257,0.34,Personal Products,United States,United States
Megaport Limited,OTCPK:MGPP.F,MGPP.F,Information Technology,2058.526,-90.7176,2037.0662,58.699,0.177,0.3202,0.4329,0.17,IT Services,Asia / Pacific,Australia
Boardwalk Real Estate Investment Trust,OTCPK:BOWF.F,BOWF.F,Real Estate,2058.3823,2591.12,4538.2938,375.9685,0.0257,0.4978,0.0158,0.15,Equity Real Estate Investment Trusts (REITs),Canada & Mexico,Canada
"Seer, Inc.",NASDAQGS:SEER,SEER,Healthcare,2057.496,-517.773,1539.723,1.804,0.8727,-4.6554,13.0488,0.15,Life Sciences Tools & Services,United States,United States
Scandinavian Tobacco Group A/S,OTCPK:SNDV.F,SNDV.F,Consumer Staples,2057.1025,542.4973,2731.5737,1306.4557,-0.0065,0.2458,0.0169,0.19,Tobacco,Europe,Denmark
Cellebrite DI Ltd.,NASDAQGS:CLBT,CLBT,Information Technology,2056.9843,-246.134,1912.0553,222.86,0.0877,0.1874,0.0329,0.35,Software,"Latin America, Middle East & Africa",Israel
"Silk Road Medical, Inc",NASDAQGS:SILK,SILK,Healthcare,2056.4022,-72.822,1983.5802,89.709,0.1946,0.0947,0.0213,0.15,Healthcare Equipment & Supplies,United States,United States
"Digital Garage, Inc.",OTCPK:DLGE.F,DLGE.F,Information Technology,2055.2509,74.3755,1891.3362,354.8904,0.0925,0.3686,0.062,0.3,IT Services,Asia / Pacific,Japan
Textainer Group Holdings Limited,NYSE:TGH,TGH,Industrials,2054.5495,4534.435,6738.9845,750.95,0.0411,0.8198,0.9112,0,Trading Companies & Distributors,"Latin America, Middle East & Africa",Bermuda
Télévision Française 1 Société anonyme,OTCPK:TVFC.F,TVFC.F,Communication Services,2051.9118,55.3843,2123.4119,2759.6063,0.0146,0.2443,0.1027,0.28,Media,Europe,France
Killam Apartment Real Estate Investment Trust,OTCPK:KMMP.F,KMMP.F,Real Estate,2051.88,1536.0774,3581.4129,219.3967,0.0317,0.5779,0.2264,0.12,Equity Real Estate Investment Trusts (REITs),Canada & Mexico,Canada
Loomis AB (publ),OTCPK:LOIM.F,LOIM.F,Industrials,2050.9316,457.0143,2443.7645,2162.6087,0.0197,0.2098,0.0692,0.27,Commercial Services & Supplies,Europe,Sweden
Criteo S.A.,NASDAQGS:CRTO,CRTO,Communication Services,2049.1767,-408.267,1675.4117,2224.015,-0.0881,0.4613,0.0437,0.29,Media,Europe,France
Revenio Group Oyj,OTCPK:REVX.F,REVX.F,Healthcare,2048.8972,10.3081,1714.744,86.7628,0.0857,0.3608,0.0137,0.21,Healthcare Equipment & Supplies,Europe,Finland
SJW Group,NYSE:SJW,SJW,Utilities,2048.1946,1511.495,3559.6896,568.589,0.0168,0.4238,0.36,0.27,Water Utilities,United States,United States
"Alliance Global Group, Inc.",OTCPK:ALGG.Y,ALGG.Y,Industrials,2042.747,3181.729,7550.1771,2641.545,0.0776,0.2886,0.0961,0.25,Industrial Conglomerates,Asia / Pacific,Philippines
ThredUp Inc.,NASDAQGS:TDUP,TDUP,Consumer Discretionary,2042.2518,-168.427,1873.8248,206.004,0.117,0.0651,0.0907,0.41,Internet & Direct Marketing Retail,United States,United States
Biotage AB (publ),OTCPK:BITG.F,BITG.F,Healthcare,2039.1857,-19.6885,1935.3623,133.8582,0.0726,0.306,0.0163,0.13,Life Sciences Tools & Services,Europe,Sweden
Yatsen Holding Limited,NYSE:YSG,YSG,Consumer Staples,2033.7953,-553.1203,1479.3044,959.7635,0.1444,0.0416,0.0372,0.38,Personal Products,Asia / Pacific,China
Great Canadian Gaming Corporation,OTCPK:GCGM.F,GCGM.F,Consumer Discretionary,2032.266,1535.1482,3693.9425,184.4727,0.2103,0.321,0.3056,0.24,"Hotels, Restaurants & Leisure",Canada & Mexico,Canada
Allegheny Technologies Incorporated,NYSE:ATI,ATI,Materials,2032.1127,1151.6,3316.8127,2565,0.0296,0.1347,0.0425,0.15,Metals & Mining,United States,United States
Türk Hava Yollari Anonim Ortakligi,OTCPK:TKHV.Y,TKHV.Y,Industrials,2031.1862,14034,15051.5814,5886.4872,0.1148,0.2337,0.0977,0.16,Airlines,"Latin America, Middle East & Africa",Turkey
PT Indo Tambangraya Megah Tbk,OTCPK:ITAY.Y,ITAY.Y,Energy,2026.4746,-331.509,1624.6216,1209.011,0.0287,0.1907,0.0226,0.34,"Oil, Gas & Consumable Fuels",Asia / Pacific,Indonesia
"Brinker International, Inc.",NYSE:EAT,EAT,Consumer Discretionary,2026.2818,2019.9,4046.1818,3337.8,0.0227,0.1234,0.0362,0.18,"Hotels, Restaurants & Leisure",United States,United States
Ratch Group Public Company Limited,OTCPK:RGPC.F,RGPC.F,Utilities,2023.1524,1251.8309,1683.8197,920.6478,0.0188,0.1212,0.1048,0.1,Independent Power & Renewable Electricity Producers,Asia / Pacific,Thailand
"Xenia Hotels & Resorts, Inc.",NYSE:XHR,XHR,Real Estate,2021.5017,1025.454,3050.3927,379.426,0.1161,0.2413,0.1113,0.15,Equity Real Estate Investment Trusts (REITs),United States,United States
Haw Par Corporation Limited,OTCPK:HAWP.F,HAWP.F,Healthcare,2020.5853,-427.1842,1588.5766,71.3813,0,0.2727,0.0267,0.08,Pharmaceuticals,Asia / Pacific,Singapore
WalkMe Ltd.,NASDAQGS:WKME,WKME,Information Technology,2019.1908,-371.737,1670.4198,167.02,0.1292,-0.1532,0.0103,0.35,Software,"Latin America, Middle East & Africa",Israel
Trainline Plc,OTCPK:TNLI.F,TNLI.F,Consumer Discretionary,2015.9618,325.8964,2636.4689,93.4448,0.2077,0.3323,0.1703,0.12,"Hotels, Restaurants & Leisure",United Kingdom & Ireland,United Kingdom
World Fuel Services Corporation,NYSE:INT,INT,Energy,2015.5615,-219.7,1799.3615,22228.2,0.0837,0.0117,0.0018,0.24,"Oil, Gas & Consumable Fuels",United States,United States
Uponor Oyj,OTCPK:UPNR.F,UPNR.F,Industrials,2014.3917,-6.2856,2107.8147,1475.3321,0.0343,0.1661,0.0393,0.28,Building Products,Europe,Finland
Weatherford International plc,NASDAQGS:WFRD,WFRD,Energy,2012.4509,1615,3660.4509,3384,0.0492,0.1559,0.0502,0.15,Energy Equipment & Services,United States,United States
Atea ASA,OTCPK:ATEA.Y,ATEA.Y,Information Technology,2012.1333,179.4889,2116.2713,4704.9187,0.0467,0.0379,0.0078,0.22,IT Services,Europe,Norway
"Centennial Resource Development, Inc.",NASDAQCM:CDEV,CDEV,Energy,2011.6176,1065.061,3076.6786,722.146,0.0415,0.6791,2.4724,0.17,"Oil, Gas & Consumable Fuels",United States,United States
"Revolution Medicines, Inc.",NASDAQGS:RVMD,RVMD,Healthcare,2008.7624,-613.83,1394.9324,40.241,0.1001,-7.3884,0.0798,0.15,Biotechnology,United States,United States
"Deciphera Pharmaceuticals, Inc.",NASDAQGS:DCPH,DCPH,Healthcare,2008.2328,-420.497,1587.7358,83.664,0.3917,-1.5179,0.2541,0.15,Biotechnology,United States,United States
"MeridianLink, Inc.",NYSE:MLNK,MLNK,Information Technology,2006.9928,585.616,2912.4678,242.472,0.0684,0.4311,0.0156,0.23,Software,United States,United States
Hutchison Port Holdings Trust,OTCPK:HCTP.F,HCTP.F,Industrials,2003.5532,2418.1409,6553.9553,1535.3952,0.0073,0.5892,0.0702,0.21,Transportation Infrastructure,Asia / Pacific,Singapore
Hutchison Port Holdings Trust,OTCPK:HUPH.Y,HUPH.Y,Industrials,2003.5532,2418.1409,6556.2611,1535.3952,0.0073,0.5892,0.0702,0.21,Transportation Infrastructure,Asia / Pacific,Singapore
Fiskars Oyj Abp,OTCPK:FKRA.F,FKRA.F,Consumer Discretionary,2001.2224,173.1499,2177.0916,1410.5787,0.0172,0.1516,0.0323,0.23,Household Durables,Europe,Finland
Score Media and Gaming Inc.,NASDAQGS:SCR,SCR,Communication Services,2000.8645,-172.5176,1870.9276,19.0851,0.4641,-0.1369,0.0257,0.15,Entertainment,Canada & Mexico,Canada
GMS Inc.,NYSE:GMS,GMS,Industrials,2000.7933,1176.166,3176.9593,3538.326,0.0275,0.1115,0.0072,0.3,Trading Companies & Distributors,United States,United States
"iRhythm Technologies, Inc.",NASDAQGS:IRTC,IRTC,Healthcare,1999.4285,-133.197,1866.2315,306.342,0.0628,-0.2167,0.0526,0.15,Healthcare Equipment & Supplies,United States,United States
"USANA Health Sciences, Inc.",NYSE:USNA,USNA,Consumer Staples,1998.0254,-265.368,1712.6574,1253.847,0.0237,0.1589,0.0161,0.31,Personal Products,United States,United States
"NetScout Systems, Inc.",NASDAQGS:NTCT,NTCT,Information Technology,1995.8656,-73.201,1922.6646,837.739,0.0219,0.2308,0.0213,0.24,Communications Equipment,United States,United States
AiHuiShou International Co. Ltd.,NYSE:RERE,RERE,Consumer Discretionary,1994.6868,-404.5579,1554.6519,983.7732,0.2327,0.159,0.0127,0.14,Internet & Direct Marketing Retail,Asia / Pacific,China
Banpu Public Company Limited,OTCPK:BNPJ.F,BNPJ.F,Energy,1994.4832,4580.568,5698.2852,2667.309,0.0355,0.2147,0.1173,0.3,"Oil, Gas & Consumable Fuels",Asia / Pacific,Thailand
Razer Inc.,OTCPK:RAZF.F,RAZF.F,Information Technology,1993.3541,-491.405,1335.3429,1519.012,0.0899,0.118,0.0179,0.15,"Technology Hardware, Storage & Peripherals",United States,United States
Razer Inc.,OTCPK:RZZR.Y,RZZR.Y,Information Technology,1993.3541,-491.405,1335.3429,1519.012,0.0899,0.118,0.0179,0.15,"Technology Hardware, Storage & Peripherals",United States,United States
Yangtze Optical Fibre And Cable Joint Stock Limited Company,OTCPK:YZOF.F,YZOF.F,Information Technology,1992.8775,-25.9338,2488.5516,1419.5967,0.0231,0.1266,0.0937,0.11,Communications Equipment,Asia / Pacific,China
Hellenic Petroleum S.A.,OTCPK:HLPM.F,HLPM.F,Energy,1987.61,2315.9428,4100.1895,8008.5887,0.0488,0.0795,0.0256,0.3,"Oil, Gas & Consumable Fuels",Europe,Greece
Raffles Medical Group Ltd,OTCPK:RAFL.F,RAFL.F,Healthcare,1987.565,-2.9106,2135.3927,498.6786,0.0541,0.1899,0.0786,0.19,Healthcare Providers & Services,Asia / Pacific,Singapore
Proterra Inc.,NASDAQGS:PTRA,PTRA,Industrials,1987.1301,-647.111,1340.0191,214.192,0.2143,-0.1769,0.1098,0.15,Machinery,United States,United States
Richelieu Hardware Ltd.,OTCPK:RHUH.F,RHUH.F,Industrials,1985.8612,14.3448,1941.7576,1078.975,0.0442,0.1445,0.0109,0.27,Trading Companies & Distributors,Canada & Mexico,Canada
888 Holdings plc,OTCPK:EIHD.F,EIHD.F,Consumer Discretionary,1984.1899,-160,1889.6075,999,0.039,0.1737,0.0129,0.15,"Hotels, Restaurants & Leisure",Europe,Gibraltar
"Proto Labs, Inc.",NYSE:PRLB,PRLB,Industrials,1983.8056,-76.813,1906.9926,451.886,0.0694,0.2535,0.13,0.24,Machinery,United States,United States
Superior Plus Corp.,OTCPK:SUUI.F,SUUI.F,Utilities,1982.7383,1098.6086,3338.0287,2106.2311,0.0454,0.1861,0.0429,0.21,Gas Utilities,Canada & Mexico,Canada
Nickel Mines Limited,OTCPK:NICM.F,NICM.F,Materials,1981.891,-15.9112,1767.7699,584.367,0.066,0.3772,0.0642,0.17,Metals & Mining,Asia / Pacific,Australia
"Ube Industries, Ltd.",OTCPK:UBEO.F,UBEO.F,Materials,1981.6858,1197.9475,2438.3332,5617.9592,-0.0106,0.134,0.0608,0.25,Chemicals,Asia / Pacific,Japan
Keppel Infrastructure Trust,OTCPK:KPLI.F,KPLI.F,Utilities,1980.3369,1437.2292,3307.6177,1156.67,0.0104,0.237,0.0151,0.16,Gas Utilities,Asia / Pacific,Singapore
"Alliance Global Group, Inc.",OTCPK:ALGG.F,ALGG.F,Industrials,1980.2156,3181.729,7550.1771,2641.545,0.0776,0.2886,0.0961,0.25,Industrial Conglomerates,Asia / Pacific,Philippines
Barco NV,OTCPK:BCNA.F,BCNA.F,Information Technology,1979.1563,-311.3971,1642.8515,864.4165,0.0635,0.1496,0.0235,0.16,"Electronic Equipment, Instruments & Components",Europe,Belgium
Babcock International Group PLC,OTCPK:BCKI.Y,BCKI.Y,Industrials,1976.8116,1964.0765,4186.5226,5765.8217,0.0777,0.2583,0.0373,0.11,Aerospace & Defense,United Kingdom & Ireland,United Kingdom
Amarin Corporation plc,NASDAQGM:AMRN,AMRN,Healthcare,1976.512,-500.051,1476.461,620.408,0.1047,0.0459,0.0013,0.19,Biotechnology,United Kingdom & Ireland,Ireland
Megaworld Corporation,OTCPK:MGAW.Y,MGAW.Y,Real Estate,1975.386,1152.0562,3582.3242,789.4454,0.0771,0.4398,0.0092,0.24,Real Estate Management & Development,Asia / Pacific,Philippines
Stabilus S.A.,OTCPK:SIUA.F,SIUA.F,Industrials,1975.3028,155.6677,2043.5294,1103.954,0.0599,0.2082,0.0393,0.28,Machinery,Europe,Luxembourg
FLSmidth & Co. A/S,OTCPK:FLID.Y,FLID.Y,Industrials,1975.0363,184.8299,2340.988,2528.6136,0.0672,0.1236,0.0107,0.33,Machinery,Europe,Denmark
Koolearn Technology Holding Limited,OTCPK:KLTH.F,KLTH.F,Consumer Discretionary,1973.4021,-337.026,251.3788,222.7333,0.2881,-0.391,0.0493,0.09,Diversified Consumer Services,Asia / Pacific,China
"Global Blood Therapeutics, Inc.",NASDAQGS:GBT,GBT,Healthcare,1970.3488,-206.444,1763.9048,164.782,0.268,0.1972,0.341,0.15,Biotechnology,United States,United States
